Jawaban (Indo),Answers (Eng),perceived ease of use,performance expectancy,effort expectancy,system quality,perceived usefulness,resistance to change,facilitating conditions,technological incapability,functionality,cost
"Selain itu, informasi yang disediakan juga bagus dan akurat dan bisa dipercaya, jadi saya merasa aman menggunakan aplikasi ini. Sekarang, setiap kali ada perubahan atau gejala yang saya rasakan, saya langsung catat di aplikasi dan bisa langsung lihat tips atau saran yang relevan","In addition, the information provided is also good and accurate and trustworthy, so I feel safe using this app. Now, whenever there is a change or symptom that I feel, I immediately record it in the app and can immediately see relevant tips or suggestions",,,,,,,,,2,
Bener-bener membantu banget deh bagi saya,It really helped me,,,,,2,,,,,
"Saya merasa aplikasi ini punya pengaruh yang cukup besar terhadap kesehatan saya dan bayi. Dengan adanya informasi bagus yang update setiap minggu, saya jadi lebih paham tentang apa yang sedang terjadi dalam tubuh saya dan perkembangan bayi","I feel that this app has a considerable influence on my health and that of my baby. With good information updated every week, I have a better understanding of what is going on in my body and the baby's development",,,,,,,,,2,
"Selain itu, tips-tips yang diberikan juga sangat berguna, mulai dari pola makan yang sehat, olahraga ringan yang aman untuk ibu hamil, hingga tips mengatasi keluhan-keluhan kecil seperti mual atau kaki bengkak. Jadi, aplikasi ini tidak cuma membantu saya melacak perkembangan bayi, tapi juga menjaga kesehatan saya secara keseluruhan.","In addition, the tips given are also very useful, ranging from a healthy diet, light exercise that is safe for pregnant women, to tips for overcoming small complaints such as nausea or swollen legs. So, this app not only helps me track my baby's development, but also takes care of my overall health.",,,,,2,,,,,
"Oh, jelas banget! Teknologi, terutama aplikasi seperti PRIMAKU, benar-benar memudahkan saya dalam mentidakses informasi kesehatan ","Oh, so obviously! Technology, especially apps like PRIMAKU, has really made it easier for me to access health information",,,,,2,,,,,
"Dulu, kalau mau cari tahu sesuatu soal kehamilan, saya harus browsing satu per satu website yang kadang informasinya tidak selalu akurat. Dengan aplikasi ini, semua informasi bagus dan bagus yang saya butuhkan ada dalam satu g tidak man. Tinggal buka aplikasi, dan semua ada di sana, mulai dari tips kehamilan, jadwal kunjungan dokter, sampai pelacakan perkembangan janin. Praktis banget dan tidak perlu repot-repot lagi.","In the past, if I wanted to find out something about pregnancy, I had to browse websites one by one where sometimes the information was not always accurate. With this app, all the good and good information I need is in one go. Just open the application, and everything is there, from pregnancy tips, doctor's visit schedules, to fetal development tracking. It's very practical and doesn't need to bother anymore.",,,,,,,,,2,
"Awalnya, ada sedikit kendala gitu sih","Initially, there were a few obstacles",,,,,,,,2,,
"Tapi, setelah beberapa kali mencoba dan mengeksplorasi semua menu yang ada, saya jadi lebih paham cara  pakai nya. PRIMAKU juga punya panduan penggunaan yang cukup membantu, jadi kalau ada yang bingung, saya tinggal baca panduannya kalau udah gampang sih di pakai  sama nyaman juga karena cepat aplikasinya","But, after several times trying and exploring all the menus, I have come to understand more about how to use them. PRIMAKU also has a user guide that is quite helpful, so if anyone is confused, I just need to read the guide if it's easy to use and comfortable because the application is fast",,,,2,,,,,,
"Selain itu, saya juga suka tanya-tanya ke grup ibu hamil di media sosial, biasanya ada aja yang bisa bantu kasih solusi kalau saya mengalami kesulitan jadi dapat informasi bagus disana","In addition, I also like to ask pregnant women groups on social media, usually there are people who can help me with solutions if I have difficulties so I can get good information there",,,,,,,,,2,
"Sempat ada beberapa kali saya merasa kesulitan saat mau mentidakses fitur tertentu yang terbatas, misalnya pas mau masukin data hasil pemeriksaan tapi datanya tidak ke-save. Tapi biasanya, saya coba ulang lagi dan akhirnya berhasil.","There have been several times when I felt that it was difficult when I wanted to disable certain limited features, for example, when I wanted to enter the data from the examination results but the data was not saved. But usually, I try again and it finally works.",,,,1,,,,,,
"Kalau ada masalah yang lebih serius, saya langsung hubungi customer service PRIMAKU lewat fitur bantuan di aplikasi. Responnya cukup cepat dan solutif, jadi masalah-masalah kecil bisa cepat teratasi.","If there is a more serious problem, I immediately contact PRIMAKU customer service through the assistance feature in the application. The response is quite quick and solutive, so small problems can be solved quickly.",,2,,,,,,,,
"Menurut saya, aplikasi ini sangat efektif dan efisien juga dalam membantu saya mengelola kesehatan selama kehamilan. Semua informasi yang saya butuhkan tersedia dan terstruktur dengan baik. Saya jadi lebih aware sama kondisi kesehatan saya dan bayi, dan bisa mengambil langkah-langkah yang tepat berdasarkan rekomendasi yang ada di aplikasi.","I find this app to be very effective and efficient as well in helping me manage my health during pregnancy. All the information I needed was available and well structured. I became more aware of my health condition and my baby's, and was able to take the right steps based on the recommendations in the app.",,,,,2,,,,,
"Selain itu, dengan adanya fitur lengkap kaya reminder dan notifikasi, saya jadi tidak lupa untuk minum vitamin, periksa atau melakukan aktivitas yang dianjurkan. Jadi, bisa dibilang, PRIMAKU ini bener-bener partner yang bisa diandalkan selama kehamilan.","In addition, with full features rich in reminders and notifications, I don't forget to take vitamins, check or do recommended activities. So, you can say, PRIMAKU is really a reliable partner during pregnancy.",,,,2,,,,,,
"Perubahan teknologi, terutama dalam bentuk aplikasi kesehatan seperti PRIMAKU, menurut saya membawa dampak yang sangat positif. Teknologi membuat informasi kesehatan jadi lebih mudah diakses dan dipahami, bahkan untuk orang awam sekalipun jadi lebih dimudahkan kitanya","Technological changes, especially in the form of health applications such as PRIMAKU, in my opinion, have a very positive impact. Technology makes health information more accessible and understandable, even for ordinary people, so it is easier for us",,,,,2,,,,,
"Pelayanan kesehatan jadi lebih cepat dan efisien karena kita bisa memantau kondisi kesehatan secara mandiri dan real-time. Selain itu, kita juga bisa lebih proaktif dalam menjaga kesehatan karena segala informasi dan rekomendasi ada di ujung jari kita. Saya merasa lebih empowered dan teredukasi dengan adanya teknologi ini.","Health services are faster and more efficient because we can monitor health conditions independently and in real-time. In addition, we can also be more proactive in maintaining our health because all the information and recommendations are at our fingertips. I feel more empowered and educated with this technology.",,2,,,,,,,,
"Iya, dokter kandungan saya memang merekomendasikan penggunaan aplikasi PRIMAKU ini., aplikasi ini bisa sangat membantu dalam memantau perkembangan kehamilan secara lebih detail dan terstruktur","Yes, my obstetrician does recommend the use of this PRIMAKU application., this application can be very helpful in monitoring pregnancy development in more detail and structured",,,,,,,2,,,
"Rekomendasi dari dokter membuat saya merasa lebih yakin untuk menggunakan aplikasi ini. Karena direkomendasikan oleh tenaga profesional, saya jadi lebih percaya bahwa informasi dan fitur yang ada di PRIMAKU memang valid dan bermanfaat. Sejak itu, saya jadi rutin menggunakan aplikasi ini dan merasa sangat terbantu dalam menjalani masa kehamilan.","The doctor's recommendations made me feel more confident to use this app. Because it is recommended by professionals, I believe that the information and features in PRIMAKU are indeed valid and useful. Since then, I have been using this application regularly and have found it very helpful in going through pregnancy.",,,,,,,2,,,
"Menurut saya, faktor usia memang bisa mempengaruhi penggunaan aplikasi kesehatan. Saya yang masih muda dan akrab dengan teknologi merasa cukup mudah dan nyaman menggunakan aplikasi seperti PRIMAKU","In my opinion, the age factor can indeed affect the use of health applications. I, who am young and familiar with technology, find it quite easy and comfortable to use an application like PRIMAKU",,,2,,,,,,,
"Tapi, saya lihat teman-teman yang usianya lebih tua atau bahkan ibu saya sendiri, mereka kadang merasa kesulitan atau kurang percaya diri menggunakan teknologi kaya ribet gitu jadinya","But, I see friends who are older or even my own mother, they sometimes find it difficult or lack confidence to use technology that is rich in complexity",,,1,,,,,,,
"Sementara, yang pendidikannya lebih rendah kadang merasa kesulitan atau ragu dengan informasi yang diberikan aplikasi, karena mungkin mereka kurang familiar dengan teknologi atau kurang percaya diri dalam menggunakannya.","Meanwhile, those with lower education sometimes find it difficult or doubt the information provided by the application, because they may be less familiar with technology or less confident in using it.",1,,,,,,,,,
"Saya perhatikan memang ada sedikit perbedaan gender dalam penggunaan aplikasi kesehatan. Banyak teman-teman perempuan saya yang aktif menggunakan aplikasi kesehatan, baik untuk kehamilan atau kesehatan secara umum. Mereka merasa aplikasi seperti PRIMAKU sangat membantu dan informatif.","I noticed that there is indeed a slight gender difference in the use of health apps. Many of my female friends are active in using health apps, either for pregnancy or health in general. They find apps like PRIMAKU very helpful and informative.",,,,,2,,,,,
"Iya, saya punya asuransi kesehatan. Menurut saya, punya asuransi kesehatan memang membantu dan memberikan rasa aman. Dengan adanya asuransi, saya lebih merasa bebas untuk memanfaatkan layanan kesehatan, termasuk menggunakan aplikasi seperti PRIMAKU.","Yes, I have health insurance. In my opinion, having health insurance does help and provides a sense of security. With insurance, I feel more free to take advantage of health services, including using applications like PRIMAKU.",,,,,,1,,,,
"Menurut saya, aplikasi kesehatan seperti PRIMAKU sangat membantu dalam meningkatkan kesadaran kesehatan di masyarakat. Dengan informasi yang mudah diakses dan dipahami, banyak orang jadi lebih sadar akan pentingnya menjaga kesehatan, baik untuk diri sendiri maupun keluarga.","In my opinion, health applications like PRIMAKU are very helpful in increasing health awareness in the community. With information that is easily accessible and understood, many people become more aware of the importance of maintaining health, both for themselves and their families.",,,,,2,,,,,
